Entry ID,Date start (dd),Date start (mm),Date start (yyyy),Season start,Date end (dd),Date end (mm),Date end (yyyy),Season end,Text,Reference,Country,NUTS1,NUTS2,NUTS3,Location,DPSIR,Sector,Water Company,Water Company 2018,WR typology,WR typology sub-category
291,1,10,1990,Autumn,1,4,1991,Spring,"THAMES WATER UTILITIES LIMITED WATER ACT 1989 The Thames Water Utilities Limited (Drought) (No. 2) Order 1990 Notice of Making of a Drought Order Notice is hereby given that on 25th September 1990 the Secretary of State for the Environment made an Order under section 131 of the Water Act 1989. 2. This Order enables Thames Water Utilities Limited (""the Company"") to alleviate the threatened deficiency of water and to continue to supply sufficient water for essential purposes by prohibiting the use of water supplied by the Company for any of the purposes listed in paragraph 4 below. 3. The restrictions affect the areas listed in paragraph 7. They will come into operation on midnight Monday, 1st October 1990, and will continue for as long as the Company thinks necessary but not exceeding 6 months. 4. (a) the watering by hosepipe, sprinkler or other apparatus, of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or racecourses whether publicly or privately owned; (b) the filling, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than fish ponds; (c) the operation of mechanical vehicle washers, whether automatic or not; (d) the washing of road vehicles, boats, railway rolling stock or aircraft for any reason other than safety or hygiene; (e) the cleaning of the exterior of buildings other than the cleaning of windows by the use of a bucket of water; (0 the cleaning of industrial premises and plant for any reason other than safety or hygiene; (g) the operation of ornamental fountains or cascades, including any where water is recycled; (h) the operation, in relation to any building or other premises, of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. 5. Contravention of this Drought Order is a criminal offence. Conviction can be punished with a fine of up to £2,000 in the Magistrates Court or, in the Crown Court with an unlimited fine. 6. Relaxations of the above prohibitions and restrictions may be granted for the following purposes, upon written application to the Company's Secretary at the address below: (i) The first filling of newly constructed swimming pools to protect the integrity of the structure, (ii) The operation of car washing equipment where water is recycled and the loss per cycle is no greater than 23 litres (5 gallons) per day. (iii) The operation of a cascade or fountain to aerate water where it is deemed essential for the survival offish. 7. The areas to which the Order applies are: (a) Thamesdown Borough Council—the entire area. (b) West Oxfordshire District Council—the following parishes: Alvescot, Asthall, Bampton, Brize Norton, Broadwell, Bruern, Burford (Upton & Signet), Carterton & Black Bourton, Chastleton, Clanfield, Fifield, Filkins & Broughton Poggs, Fulbrook, Grafton & Radcot, Hoi well, Idbury, Kelmscott, Kencot, Langford, Little Faringdon, Milton under Wychwood, Shilton, Swinbrook & Widford. Taynton, Westwell. (c) Vale of White Horse District Council—the following parishes: Ashbury, Baulking, Bourton, Buckland, Buscot, Charney Bassett, Coleshill, Compton Beauchamp, Eaton Hastings, Fernham, Great Coxwell, Great Faringdon, Hatford, Hinton Waldrist, Little Coxwell, Littleworth, Longcot, Longworth, Pusey, Shellingford, Shrivenham, Stanford in the Vale, Uffington, Watchfield, Woolstone. (d) Kennet District Council—the following parishes: Aldbourne, Avebury, Baydon, Berwick Bassett, Broad Hinton, Buttermere, Chilton Foliat, East Kennet, Froxfield, Fyfield, Grafton, Great Bedwyn, Ham, Little Bedwyn, Marlborough, Mildenhall, Ogbourne St Andrew, Ogbourne St George, Preshute, Ramsbury, Savernake, Shalbourne, Tidcome & Fosbury, West Overton, Winterbourne Bassett, Winterbourne Monkton, Wooton Rivers (only such part as is supplied by the Company). (e) North Wiltshire District Council—the following parishes: Ashton Keynes, Braydon, Broad Town, Clyffe Pypard, Cricklade, Hilmarton (only such part as is supplied by the Company), Latton, Leigh, Lydiard Millicent, Lydiard Tregoze, Lyneham, Marston Maisey, Purton, Tockenham, Wootton Bassett. (0 Cotswold District Council—the entire area except for the following parishes: Ashley, Avening, Beverstone, Boxwell with Leighterton, Cherington, Didmarton, Kingscote, Long Newnton, Ozleworth, Shipton Moyne, Tetbury, Tetbury Upton, Westenbirt with Lasborough. A copy of the Order may be inspected free of charge at all reasonable office hours at the Company's offices at 17 Bath Road, Swindon, Wiltshire SN1 4AT and at Nugent House, Vastern Road, Reading, Berkshire RG1 8DB during the period that the aforesaid prohibition or any part thereof remains in force. D. Badcock, Secretary Thames Water Utilities Limited. Nugent House, Vastern Road, Reading, Berkshire RG1 8DB. (740) ","Recorded in The Gazette, issue 52284, 27 September 1990",England,"UKF, UKG, UKH, UKI, UKJ, UKK","UKF2, UKG1, UKH2, UKH3, UKI3, UKI4, UKI5, UKI6, UKI7, UKJ1, UKJ2, UKJ3, UKJ4, UKK1","UKF24, UKG12, UKG13, UKH23, UKH25, UKH35, UKI31, UKI32, UKI33, UKI34, UKI41, UKI42, UKI43, UKI44, UKI45, UKI51, UKI52, UKI53, UKI54, UKI61, UKI62, UKI63, UKI71, UKI72, UKI73, UKI74, UKI75, UKJ11, UKJ13, UKJ14, UKJ25, UKJ26, UKJ27, UKJ28, UKJ36, UKJ37, UKJ43, UKJ46, UKK13, UKK14, UKK15","Cotswolds, North Wiltshire, Kennet District, Vale of White Horse, West Oxfordshire, Thamesdown",IR,Water Resources,Thames Water,Thames Water,Demand,Hosepipe ban
292,9,11,1990,Autumn,9,5,1991,Spring,"BRISTOL WATERWORKS COMPANY The Bristol Waterworks Company (Drought) Order 1990 Notice of making of General Drought Order The Secretary of State is satisfied that, by reason of an exceptional shortage of rain, a serious deficiency of supplies of water is threatened in the area of the Bristol Waterworks Company, and, in exercise of his powers under section 131 of the Water Act 1989, by Order made by statutory instrument, authorises the Company for such period as they think necessary not exceeding six months beginning with 9th November 1990, to prohibit or limit as respects the whole or any part of the area of rectriction the use of water supplied by them for any of the following purposes: (a) the watering, by hosepipe, sprinkler or other apparatus, of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or racecources, whether publicly or privately owned; (b) the filling, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than fish ponds; (c) the operation of mechanical vehicle washers, whether automatic or not; (d) the washing of road vehicles, boats and railway rolling stock for any reason other than safety or hygiene; (e) the cleaning of the exterior of buildings; (f) the cleaning of industrial premises and plant for any reason other than safety or hygiene; (g) the operation of ornamental fountains or cascades, including any where water is recycled; (h) the operation in relation to any building or other premises of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. The area of restriction referred to comprises the following: (1) The area of Bristol City Council. (2) The area of Kingswood District Council. (3) The area of Northavon District Council, with the exception of the parish of Hill. (4) The area of Woodspring District Council. (5) The area of Wansdyke District Council. (6) In the area of Cotswold District Council, the following areas: (a) the parishes of Beverstone, Boxwell with Leighterton, Didmarton, Kingscote, Long Newnton, Ozleworth, Shipton Moyne, Tetbury, Tetbury Upton and Westonbirt with Lasborough; (b) in the parish of Ashley, the areas comprising New Barn, the village of Ashley and Manor Farm. (7) In the area of Stroud District Council, the following areas: (a) the parish of Alderley; 0 (b) in the parish of Kingswood, the areas comprising Cherryrock Farm, Haroldfield Farm and Mountenay Farm. (8) The area of Mendip District Council. (9) In the area of Sedgemoor District Council, the parishes of Axbridge, Badgenorth, Berry, Brean, Brent Knoll, Burnham- on-Sea and Highbridge, Burnham Without, Chapel Allerton. Cheddar, Compton Bishop, East Brent, Lympsham, Mark, Shipham, Weare and Wedmore. (10) In the area of North Wiltshire District Council, the following areas: (a) the parishes of Brokenborough, Easton Grey, Luckington, Norton, Sherston and Sopworth; (b) in the parish of Nettleton, the areas comprising the village of Burton, Down Farm, Downham Farm, Kington Down Farm, Shirehill Farm and Westfield Farm. Any person may inspect the copy of the above Order free of charge on normal working days between the hours of 8.30 a.m. to 4.30 p.m. at the offices of the Company listed hereunder, Head Office, Bridgwater Road, Bristol; Bedminster Depot, Bishqpsworth Road, Bedminster; Kingswood Depot, Soundwell Road, Kingswood; Shepton Malle.t Depot, Yellingmill Lane, Shepton Mallet. The prohibition or limitation made by the Order will not come into operation until the expiration of the period of 72 hours beginning with the day on which this notice is published. N. H. Bagot, Solicitor British Waterworks Co., Bridgwater Road, Bristol BS99 7AU. 10th November 1990.","Recorded in The Gazette, issue 52334, 13 November 1990",England,UKK,"UKK1, UKK2","UKK11, UKK12, UKK13, UKK15, UKK23","Bristol, Kingswood, Northavon, Woodspring, Wansdyke, Cotswold, Ashley, North Wiltshire, Sedgemoor, Mendip,",IR,Water Resources,Bristol Water,Bristol Water,Demand,Hosepipe ban
293,1,12,1990,Winter,31,12,1990,Winter,1 drought order in Welsh Region,Defra (2011) Number of drought orders: 1976 to 2011,Wales,UKL,"UKL1, UKL2","UKL11, UKL12, UKL13, UKL14, UKL15, UKL16, UKL17, UKL18, UKL21, UKL22, UKL23, UKL24",Wales,R,Water Resources,,"Dwr Cymru Welsh Water, Severn Trent Water, Dee Valley Water",Supply,Drought order
294,12,12,1990,Winter,12,6,1991,Summer,"SOUTHERN WATER SERVICES LIMITED WATER ACT 1989 / Notice is hereby given that by reason of an exceptional shortage of rain, a serious deficiency of supplies of water exists and is threatened in those parts of the water supply area of Southern Water Services Limited (""the Company"") which comprise North and East Kent, including Gravesend, Northfleet, the Medway towns, Sittingbourne, Isle of Sheppey, Thanet, Sandwich and Deal. The Company is therefore applying to the Secretary of State for the Environment for an Order under section 131 (4) of the Water Act 1989, extending the period of operation of existing Orders enabling the Company to take the following measures to alleviate the threatened deficiency of water, being measures mentioned in the Drought Direction Act 1989, given to water undertakers by the Secretary of State on 1st September 1989. The effect of the Order would be to provide that the Company may, for such further period as it thinks neceessary, not exceeding a period of 6 months from 21st January 1990; prohibit or limit as respects the whole or any part of the areas specified, the use of water supplied by it for any of the following purposes: (a) the watering by hosepipe, sprinkler or other apparatus, of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned; (b) the filling, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than fish ponds; (c) the operation of mechanical vehicle washers, whether automatic or not; (d) the washing of road vehicles, boats, railway rolling stock and aircraft for any reason other than safety or hygiene; (e) the cleaning of the exterior of buildings; (0 the cleaning of industrial premises and plant for any reason other than safety or hygiene; (g) the operation of ornamental fountains or cascades, including any where water is recycled; (h) the operation, in relation to any building or other premises, of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. Plans showing the areas specified may be inspected by any person, free of charge, during all reasonable office hours for a period of seven days from the date of publication of this notice at the Company's offices at Luton House, Capstone Road, Chatham, and Westwood Road, Broadstairs. Objections to the application may be made to the Secretary of State for the Environment, Room B449, Romney House, 43 Marsham Street, London SW1P 3PY, within seven days of the date of publication of this notice, with a copy to the undersigned, please. G. J. Heyes, Chief Solicitor for Southern Water Services Limited, Southern House, Yeoman Road, Worthing, West Sussex BN13 3NX. 12th December 1990.","Recorded in The Gazette, issue 52367, 18 December 1990",England,"UKH, UKJ, UKK","UKH3, UKJ1, UKJ2, UKJ3, UKJ4, UKK1","UKH32, UKJ11, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ32, UKJ34, UKJ35, UKJ36, UKJ37, UKJ41, UKJ43, UKJ44, UKJ45, UKJ46, UKK15","North and East Kent, Gravesend, Northfleet, the Medway towns, Sittingbourne, Isle of Sheppey, Thanet, Sandwich and Deal",IR,Water Resources,Southern Water,Southern Water,Demand,Hosepipe ban application
295,27,12,1990,Winter,27,6,1991,Summer,"EAST SURREY WATER PLC WATER ACT 1989 Drought Order under Section 131 Notice is hereby given that because of an exceptional shortage of rain since September 1990, a serious deficiency of supplies of water exists within the Company's Statutory Area of supply. The Company therefore intend to apply to the Secretary of State for the Environment for an Order under sections 131(4)(f) and 131(4)(b) of the Water Act 1989, enabling the Company to take the following measures to alleviate the deficiency of water and to continue to supply sufficient water for essential purposes. (1) To amend the Company's existing abstraction licence 9/40/3/386/S from the Southern Water Authority regulating abstraction by the Company from the River Eden in Kent through its intake at Chiddingstone for the purpose of filling Bough Beech Reservoir such that the Company may: (a) abstract through its intake at Chiddingstone any water flowing in the River Eden in excess of 22 megatitres per day (4.8 million gallons), and (b) abstract such water through the intake subject to the above constraint until 31st May 1991. (2) To prohibit the use of water for the following purposes for a period of six months from the day on which the Order comes into operation: (a) the watering by hosepipe, sprinkler or other apparatus of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or race- courses, whether privately or publicly owned; (b) the filling, whether wholly of partially, of privately owned swimming pools and of ornamental ponds other than fish ponds; (c) the washing of road vehicles, boats, railway rolling stock and aircraft for any reason other than safety or hygiene. Copies of a map showing the area affected by the above measures, together with the existing abstraction licence 9/40/3/386/S, may be inspected by any person, free of charge, at all reasonable office hours at the Company's Principal Office at London Road, Redhill. Objections to the application may be made to the Secretary of State for the Environment, Room B449, Romney House, 43 Marsham Street, London SW1P 5PY, within 7 days of the date of publication of this notice. D. E. Try, Engineering Director East Surrey Water pic, London Road, Redhill Rhl 1LJ.","Recorded in The Gazette, issue 52374, 27 December 1990",England,"UKI, UKJ","UKI6, UKJ2, UKJ4","UKI61, UKI62, UKI63, UKJ22, UKJ25, UKJ26, UKJ28, UKJ46",East Surrey,IR,Water Resources,East Surrey Water,Sutton & East Surrey Water,Demand,Hosepipe ban application
296,28,12,1990,Winter,28,6,1991,Summer,"MID KENT WATER COMPANY WATER ACT 1989 SECTION 131(4)(B) Notice of application for Orders to restrict or prohibit the use of water for certain specified uses In view of the exceptional shortage of rain in 1990 and the severely reduced recharge to aquifers, a potentially serious deficiency of supplies of water is threatened in the statutory area of The Mid Kent Water Company. Notice is hereby given that in order to ensure maintenance of essential supplies of water to its customers, the Company is applying to the Secretary of State for the Environment for an Order pursuant to section 131(4)(b) of the Water Act 1989, and in accordance with the Drought Direction 1989, to authorise prohibition or limitation of the use of water for non-essential purposes. In this respect the Company is seeking authority to prohibit, should this be deemed necessary: (a) The watering, by hosepipe, sprinkler or other apparatus, of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned; (b) the filling, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than fish ponds; (c) the operation of mechanical vehicle washers, whether automatic or not; (d) the washing of road vehicles, boats and railway rolling stock for any reason other than safety or hygiene; (e) the cleaning of the exterior of buildings; (0 the cleaning of industrial premises and plant for any reason other than safety or hygiene; (g) the operation of ornamental fountains or cascades, including anywhere water is recycled; (h) the operation, in relation to any building or other premises of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. A copy of this application together with an accompanying plan may be inspected by any person free of charge during all reasonable office hours at the company's Principal Office, High Street, Snodland, Kent, at the Eastern Divisional Office, Odsal House, Harbledown, Canterbury, Kent, and the Western Divisional Office, King Street, Maidstone, Kent, for a period of seven days from the publication of this Notice. Objections to the application may be made to the Secretary of State for the Environment, Romney House, 43 Marsham Street, London SW1 3PY, (with a copy to the undersigned please) within seven days of the publication of this Notice. Where it appears to the Secretary of State that an Order is required to be made urgently if it is to enable the Company effectively to meet the projected deficiency of supplies of water he may direct that the holding of a public local inquiry or a hearing by a person appointed by him shall be dispensed with. N. M. Austin, Secretary, Mid Kent Water ","Recorded in The Gazette, issue 52377, 28 December 1990",England,UKJ,"UKJ1, UKJ2, UKJ3, UKJ4","UKJ11, UKJ13, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ36, UKJ37, UKJ41, UKJ43, UKJ44, UKJ45, UKJ46",Mid Kent,IR,Water Resources,Mid Kent Water,South East Water,Demand,Hosepipe ban application
297,1,1,1991,Winter,31,12,1991,Winter,1 drought order in North West Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKC, UKD, UKE, UKM, UKF, UKG, UKL","UKC1, UKC2, UKD1, UKD3, UKD4, UKD7, UKE2, UKE4, UKM9, UKD6, UKF1, UKG2, UKL2","UKC14, UKC21, UKD11, UKD12, UKD36, UKD37, UKD41, UKD42, UKD44, UKD45, UKD46, UKD47, UKD71, UKD73, UKE22, UKE41, UKE44, UKM91, UKM92, UKD33, UKD34, UKD35, UKD36, UKD37, UKD41, UKD46, UKD47, UKD61, UKD62, UKD63, UKD71, UKD72, UKD73, UKD74, UKE44, UKF13, UKG22, UKG24, UKL23",North West,R,Water Resources,,"United Utilities, Dee Valley Water",Supply,Drought order
298,1,1,1991,Winter,31,12,1991,Winter,9 drought orders in North East Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKC, UKD, UKE, UKM, UKF","UKC1, UKC2, UKD1, UKE2, UKM9, UKD3, UKD4, UKE1, UKE3, UKE4, UKF1","UKC11, UKC12, UKC13, UKC14, UKC21, UKC22, UKC23, UKD12, UKE22, UKM91, UKC11, UKC12, UKC13, UKC14, UKD12, UKD37, UKD44, UKD45, UKD46, UKE11, UKE12, UKE13, UKE21, UKE22, UKE31, UKE32, UKE41, UKE42, UKE44, UKE45, UKF12, UKF13, UKF15",North East,R,Water Resources,,"Northumbrian Water, Yorkshire Water",Supply,Drought order
299,1,1,1991,Winter,31,12,1991,Winter,18 drought orders in Southern Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKH, UKI, UKJ, UKK, UKF, UKG","UKH1, UKH2, UKH3, UKI3, UKI4, UKI5, UKI7, UKJ1, UKJ2, UKI6, UKJ4, UKJ3, UKK1, UKK2, UKF2, UKG1","UKH12, UKH21, UKH23, UKH25, UKH32, UKH35, UKH36, UKI31, UKI32, UKI33, UKI34, UKI41, UKI42, UKI43, UKI44, UKI45, UKI51, UKI52, UKI53, UKI54, UKI71, UKI72, UKI73, UKI74, UKI75, UKJ11, UKJ13, UKJ25, UKH32, UKH37, UKI31, UKI32, UKI33, UKI34, UKI41, UKI42, UKI44, UKI45, UKI51, UKI52, UKI61, UKI62, UKI63, UKI75, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ41, UKJ43, UKJ44, UKJ45, UKJ46, UKJ11, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ31, UKJ32, UKJ34, UKJ35, UKJ36, UKJ37, UKK15, UKK22, UKF24, UKG12, UKG13, UKH23, UKH25, UKI63, UKI74, UKI75, UKJ11, UKJ12, UKJ13, UKJ14, UKJ25, UKJ26, UKJ27, UKJ28, UKJ36, UKJ37, UKK12, UKK13, UKK14, UKK15",Southern,R,Water Resources,,"Thames Water, Southern Water, South East Water, Portsmouth Water, Bournemouth Water, Cholderton & District Water, Sutton & East Surrey Water",Supply,Drought order
300,1,1,1991,Winter,31,12,1991,Winter,6.5 million people affected by hosepipe bans,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,United Kingdom,,,,,R,Water Resources,,,Demand,Hosepipe ban
301,1,1,1991,Winter,31,12,1992,Winter,,South Staffs Water (2017)South Staffs Water - Cambridge Region Draft Drought Management Plan Revised November 2017,England,"UKF, UKG","UKF1, UKF2, UKG1, UKG2, UKG3","UKF11, UKF13, UKF22, UKG12, UKG13, UKG22, UKG24, UKG31, UKG36, UKG37, UKG38, UKG39",South Staffordshire Water Company,DR,Water Resources,South Staffordshire Water,South Staffordshire Water,"Demand, Supply","Hosepipe ban, System"
302,22,1,1991,Winter,22,7,1991,Summer,"SOUTHERN WATER SERVICES LIMITED WATER ACT 1989 The Southern Water Services Limited (Medway) (Drought) Order 1991 The Southern Water Services Limited (Thanet) (Drought) Order 1991 Notice is hereby given that on 21st January 1991 the Secretary of State for the Environment made the above Orders which came into force on 22nd January 1991. The Orders authorise Southern Water Services Limited to continue to prohibit or limit the use of water supplied by them in certain parts of their water supply area in Kent for any of the purposes specified in the Orders. Notice is also hereby given that, in pursuance of the said Orders, from 0800 hours on Monday, 4th February 1991, until further notice, Southern Water Services Limited prohibit or limit the use of water supplied by them in those parts of their water supply area which comprise the areas of the Councils of Gravesham, Rochester- upon-Medway, Tonbridge and Mailing, Gillingham, Maidstone, Swale, Thanet, Canterbury and Dover for any of the following purposes: (a) the watering by hosepipe, sprinkler or other apparatus, of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned; provided that limited watering of cricket squares, bowling greens and golf greens may be available with the prior written permission of the Company and subject to any conditions imposed; (b) the filling, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than fish ponds; provided that in certain circumstances pools under construction may be partly filled where this is necessary to retain structural integrity with the prior written permission of the Company and subject to any conditions imposed; (c) the operation of mechanical vehicle washers, whether automatic or not; provided that washers with an efficient system of recirculation may be used with the prior written permission of the Company and subject to any conditions imposed; (d) the washing of road vehicles, boats, railway rolling stock and aircraft for any reason other than safety or hygiene and otherwise than by bucket or recirculating vehicle washer permitted under (c) above; 1795 fap at the Post Office (e) the cleaning of the exterior of buildings, other than windows; (0 the cleaning of industrial premises and plant for any reasons other than safety or hygiene; (g) the operation of ornamental fountains or cascades, including any where water is recycled, unless such recycled water is required to sustain fish; (h) the operation, in relation to any building or other premises, of any cistern which flushes automatically, during any period when the premises are wholy or substantially unoccupied. Applications for permission for the purposes of exemptions above should be addressed to the Water Manager, Southern Water Services Limited, Southern House, Capstone Road, Chatham MES 7QA (telephone Medway 830655), in respect of the Medway area, and to the Water Manager, Southern Water Services Limited, Westwood Road, Broadstairs CT10 2NZ (telephone Thanet 68141), in respect of the Thanet area. At these addresses further details may be obtained and a copy of the Orders and of a map of the areas of restriction may be inspected by any person, free of charge, during normal office hours. Permissions may be withdrawn at any time, either specifically or by further public notice. Any person using water in contravention of the prohibitions or limitations hereby imposed will be guilty of an offence and liable on summary conviction to a fine of up to £2,000 or to an unlimited fine on conviction on indictment. G. J. Heyes, Chief Solicitor Southern House, Yeoman Road, Worthing, West Sussex BN13 3NX. 29th January 1991.","Recorded in The Gazette, issue 52439, 04 February 1991",England,"UKH, UKJ, UKK","UKH3, UKJ1, UKJ2, UKJ3, UKJ4, UKK1","UKH32, UKJ11, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ32, UKJ34, UKJ35, UKJ36, UKJ37, UKJ41, UKJ43, UKJ44, UKJ45, UKJ46, UKK15","Gravesham, Rochester- upon-Medway, Tonbridge and Mailing, Gillingham, Maidstone, Swale, Thanet, Canterbury, Dover",IR,Water Resources,Southern Water,Southern Water,Demand,Hosepipe ban
303,4,2,1991,Winter,4,8,1991,Summer,"MID KENT WATER PLC WATER ACT 1989 Mid Kent water (Drought) Order 1991 Notice is hereby given that on 25th January 1991, the Secretary of State for the Environment made the above-named Order which came into force on 26th January 1991. The Order authorises Mid Kent Water Pic to prohibit or limit the use of water for non-essential purposes within its statutory area. In view of the continuing exceptional shortage of rain and to conserve supplies of water within its statutory area, the Company now gives notice that the following non-essential uses of water will be prohibited from 4th February 1991 until further notice: 1. the watering, by hosepipe, sprinkler or other apparatus, of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned; 2. the filh'ng, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than fish ponds; 3. the operation of mechanical vehicle washers, whether automatic or not; 4. the washing of road vehicles, boats and railway rolling stock for any reason other than safety or hygiene; 5. the cleaning of the exterior of buildings other than the cleaning of windows; 6. the cleaning of industrial premises and plant for any reason other than safety or hygiene; 7. the operation of ornamental fountains or cascades, including any where water is recycled; 8. the operation, in relation to any building or other premises of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. ","Recorded in The Gazette, issue 52438, 01 February 1991",England,UKJ,"UKJ1, UKJ2, UKJ3, UKJ4","UKJ11, UKJ13, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ36, UKJ37, UKJ41, UKJ43, UKJ44, UKJ45, UKJ46",Mid Kent,IR,Water Resources,Mid Kent Water,South East Water,Demand,Hosepipe ban
304,22,3,1991,Spring,22,9,1991,Autumn,"FOLKESTONE AND DISTRICT WATER COMPANY WATER ACT 1989 Water Shortage Notice of application for emergency Orders to vary licence conditions to ground water sources and restrict or prohibit the use of water for certain specified uses. In view of the exceptional shortage of rain, very limited recharge to aquifiers has occurred and a serious deficiency of supplies of water is threatened in the statutory area of the Folkstone and District Water Company. Notice is hereby given that in Order to ensure maintenance of essential supplies of water to its customers this summer the Company is applying to the Secretary of State for the Environment for an Order, pursuant to section 131 of the Water Act 1989, to modify conditions relating to the abstraction of water from the chalk strata at Stonehall and Holmstone Pumping Stations. The modifications would provide for temporary suspension of the compensation water at Stonehall and the control flow requirement in the River Dour. Details of the existing and temporary modifications are indicated in the table below: Abstraction Pumping Max. daily Mild. Compensation Conditions station Strata Gridref. existing proposed existing proposed Stonehall Chalk TR26964561 6.0 6.0 Linked to Flow in No water to be River Dour a set abstracted so as to out in Licence No. lower the flow in 9/40/4/439/G the River Dour as measured at the NRA Grabble Mill gauging station to less than 5.0 Ml/d. Holmstone Chalk TR29424208 3.27 3.27 Linked to flow in ditto River Dour as set out in Licence No. 9/40/4/443/G Notice is also hereby given that the Company is applying to the Secretary of State for the Environment for an Order, pursuant to section 131 of the Water Act 1989 and in accordance with the Drought Direction 1989, to authorise prohibition or limitation of the use of water for non- essential purposes. In this respect the Company is seeking authority to prohibit, should this be deemed necessary: (a) the watering, by hosepipe, sprinkler or other apparatus, of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned; (b) the filling, whether wholly or partially of privately owned swimming pools and of ornamental ponds other than fish ponds; (c) the operation of mechanical vehicle washers, whether automatic or not; (d) the washing of road vehicles, boats, railway rolling stock and aircraft for any reasons other than safety or hygiene; (e) the cleaning of the exterior of buildings; (0 the cleaning of industrial premises and plant for any reason other than safety or hygiene; (g) the operation of ornamental fountains or cascades, including any where water is recycled; (h) the operation, in relation to any building or other premises of any cistern which flushes automatically, during any period when the premises are wholly or subsantially unoccupied. A copy of this application together with an accompanying plan may be inspected by any person free of charge during all reasonable office hours at the Company's Principal Office, The Cherry Garden, Cherry Garden Lane, Folkstone, Kent, for a period of 7 days from the publication of this notice. Objections to the application may be made to the Secretary of State for the Environment, Romney House, 43 Marsham Street, London SW1P 3PY, (with a copy to the undersigned please) within 7 days of the publication of this notice. Where it appears to the Secretary of State that an Order is required to be made urgently if it is to enable the Company to effectively meet the projected deficiency of supplies of water, he may direct that the holding of a local public inquiry or a hearing by a person appointed by him shall be dispensed with. D.H.A. Dunks, General Manager and Secretary, The Folkestone and District Water Company, The Cherry Garden, Cherry Garden Lane, Folkestone, Kent CT19 4QB. (877)","Recorded in The Gazette, issue 52483, 22 March 1991",England,"UKH, UKI, UKJ","UKH1, UKH2, UKH3, UKI3, UKI4, UKI5, UKI7, UKJ1, UKJ2, UKJ4","UKH12, UKH14, UKH21, UKH23, UKH25, UKH34, UKH35, UKH36, UKI31, UKI43, UKI52, UKI53, UKI54, UKI71, UKI72, UKI73, UKI74, UKI75, UKJ11, UKJ13, UKJ22, UKJ25, UKJ26, UKJ44, UKJ45",Folkestone,IR,Water Resources,Folkestone and District Water Company,Affinity Water,Demand,Hosepipe ban application
